country,client_type,average_basket,average_price,visit_number,age,gender,hobbies,customer_id
uk,occasional,2.0,9684.0,2.0,64.0,male,,1029
fr,occasional,1.0,2006.0,3.0,62.0,female,,1030
fr,occasional,1.0,,1.0,44.0,male,,1031
fr,occasional,1.0,2112.0,3.0,36.0,male,,1032
fr,occasional,2.0,1553.0,1.0,63.0,female,,1033
fr,occasional,1.0,1224.0,1.0,39.0,female,sport,1034
uk,frequent,6.0,9136.0,3.0,56.0,male,,1035
fr,occasional,1.0,,4.0,74.0,male,,1036
uk,frequent,7.0,9125.0,5.0,61.0,male,,1037
uk,occasional,3.0,10417.0,4.0,47.0,male,,1038
fr,frequent,1.0,7292.0,15.0,46.0,male,,1039
uk,occasional,3.0,6675.0,2.0,54.0,female,sport,1040
uk,occasional,2.0,6132.0,1.0,60.0,male,,1041
uk,occasional,3.0,7680.0,2.0,54.0,male,sport,1042
fr,occasional,1.0,3358.0,1.0,54.0,male,reading,1043
uk,occasional,4.0,5636.0,2.0,52.0,female,,1044
it,occasional,1.0,1861.0,1.0,58.0,male,,1045
fr,occasional,1.0,1398.0,4.0,33.0,male,,1046
fr,occasional,1.0,1344.0,2.0,35.0,female,reading,1047
uk,occasional,6.0,7273.0,1.0,65.0,male,,1048
fr,frequent,2.0,5535.0,11.0,67.0,female,,1049
fr,frequent,2.0,6808.0,2.0,53.0,female,,1050
fr,occasional,3.0,958.0,3.0,58.0,male,,1051
fr,frequent,3.0,5369.0,8.0,42.0,male,,1052
uk,occasional,3.0,6466.0,3.0,64.0,male,movies,1053
it,vip,5.0,-1.0,9.0,,male,,1054
fr,frequent,1.0,6542.0,15.0,67.0,male,,1055
fr,occasional,1.0,2392.0,1.0,69.0,male,,1056
uk,occasional,4.0,5320.0,1.0,56.0,female,reading,1057
fr,occasional,1.0,1675.0,1.0,36.0,male,movies,1058
it,vip,3.0,8980.0,6.0,43.0,male,,1059
fr,occasional,2.0,2140.0,2.0,45.0,female,,1060
it,occasional,3.0,1183.0,4.0,56.0,male,,1061
uk,occasional,2.0,6078.0,2.0,,male,,1062
uk,frequent,2.0,10476.0,15.0,47.0,male,,1063
it,occasional,1.0,1631.0,2.0,71.0,male,,1064
uk,occasional,2.0,8306.0,4.0,46.0,male,,1065
it,vip,1.0,7454.0,7.0,42.0,female,,1066
fr,frequent,1.0,5920.0,10.0,61.0,male,,1067
fr,frequent,2.0,5736.0,7.0,63.0,female,,1068
fr,occasional,1.0,1454.0,1.0,37.0,female,,1069
uk,occasional,2.0,6828.0,1.0,53.0,female,,1070
fr,frequent,2.0,6221.0,7.0,28.0,male,,1071
uk,vip,8.0,27383.0,10.0,,male,sport,1072
uk,occasional,2.0,6694.0,1.0,45.0,male,,1073
it,occasional,2.0,1288.0,1.0,59.0,male,,1074
fr,occasional,2.0,1708.0,3.0,53.0,male,,1075
fr,occasional,2.0,1597.0,3.0,36.0,female,,1076
uk,vip,4.0,21041.0,12.0,50.0,female,,1077
fr,occasional,2.0,2540.0,1.0,57.0,male,,1078
fr,occasional,1.0,2264.0,2.0,42.0,female,,1079
fr,frequent,3.0,6519.0,13.0,49.0,male,,1080
fr,occasional,2.0,1787.0,2.0,55.0,female,,1081
fr,frequent,2.0,5003.0,6.0,48.0,female,reading,1082
fr,frequent,1.0,6276.0,10.0,57.0,male,,1083
fr,frequent,1.0,6862.0,15.0,61.0,male,,1084
fr,occasional,2.0,2520.0,1.0,,male,,1085
uk,occasional,3.0,5548.0,1.0,63.0,male,,1086
fr,frequent,3.0,6021.0,16.0,42.0,male,,1087
uk,occasional,3.0,9873.0,1.0,,male,,1088
uk,frequent,5.0,10327.0,8.0,50.0,male,,1089
fr,frequent,3.0,5013.0,15.0,43.0,male,,1090
uk,occasional,6.0,4955.0,2.0,47.0,male,,1091
fr,occasional,2.0,1438.0,1.0,,female,theaters,1092
fr,occasional,1.0,1163.0,1.0,68.0,male,,1093
fr,occasional,1.0,1290.0,2.0,45.0,male,,1094
uk,vip,2.0,20183.0,11.0,58.0,male,,1095
fr,occasional,1.0,2110.0,1.0,51.0,female,,1096
uk,occasional,2.0,7826.0,3.0,44.0,male,movies,1097
fr,vip,3.0,10405.0,17.0,53.0,male,movies,1098
fr,frequent,3.0,5591.0,14.0,68.0,male,,1099
uk,frequent,5.0,9956.0,9.0,53.0,male,,1100
uk,frequent,7.0,8828.0,8.0,52.0,male,,1101
fr,occasional,1.0,1329.0,2.0,48.0,female,,1102
uk,frequent,3.0,10799.0,3.0,52.0,male,,1103
uk,vip,4.0,23917.0,11.0,47.0,female,,1104
fr,occasional,1.0,1387.0,1.0,50.0,female,,1105
fr,occasional,1.0,1016.0,2.0,68.0,male,,1106
fr,occasional,2.0,2705.0,2.0,61.0,male,,1107
uk,frequent,6.0,,11.0,29.0,female,,1108
fr,frequent,1.0,4769.0,17.0,58.0,male,,1109
fr,vip,4.0,10341.0,12.0,82.0,female,,1110
fr,vip,3.0,10102.0,17.0,46.0,male,,1111
fr,occasional,1.0,2655.0,1.0,62.0,female,,1112
uk,frequent,7.0,,4.0,49.0,female,,1113
uk,occasional,2.0,7113.0,2.0,31.0,female,,1114
uk,vip,5.0,23412.0,11.0,40.0,male,,1115
it,vip,9.0,4006.0,5.0,70.0,male,,1116
fr,occasional,2.0,2360.0,1.0,46.0,male,,1117
uk,frequent,5.0,9765.0,11.0,68.0,female,,1118
fr,occasional,1.0,1883.0,3.0,69.0,male,,1119
it,vip,4.0,7865.0,10.0,38.0,male,,1120
fr,occasional,1.0,2443.0,3.0,49.0,male,,1121
uk,occasional,3.0,6388.0,3.0,52.0,male,,1122
uk,frequent,6.0,9460.0,9.0,48.0,male,,1123
uk,occasional,2.0,5997.0,2.0,54.0,male,,1124
fr,occasional,1.0,1735.0,3.0,69.0,male,,1125
fr,occasional,1.0,2669.0,1.0,78.0,male,,1126
fr,occasional,1.0,2618.0,1.0,,female,,1127
it,occasional,1.0,1549.0,3.0,50.0,male,,1128
fr,frequent,2.0,5952.0,11.0,54.0,male,sport,1129
fr,occasional,1.0,1043.0,1.0,64.0,male,,1130
fr,frequent,1.0,6988.0,15.0,68.0,female,,1131
uk,frequent,5.0,10762.0,13.0,46.0,male,movies,1132
uk,frequent,3.0,8923.0,14.0,43.0,,,1133
fr,occasional,1.0,1267.0,3.0,60.0,male,,1134
fr,occasional,1.0,2235.0,1.0,35.0,male,,1135
it,vip,3.0,9081.0,9.0,42.0,male,,1136
fr,occasional,1.0,2212.0,2.0,,female,,1137
fr,occasional,1.0,2626.0,2.0,58.0,male,,1138
fr,occasional,1.0,1907.0,4.0,49.0,male,,1139
fr,occasional,1.0,1877.0,1.0,56.0,male,,1140
fr,frequent,4.0,5790.0,13.0,64.0,female,,1141
uk,frequent,7.0,10572.0,8.0,40.0,female,,1142
uk,vip,4.0,20997.0,10.0,35.0,male,,1143
fr,occasional,1.0,2413.0,1.0,69.0,male,,1144
fr,frequent,3.0,5218.0,12.0,65.0,male,,1145
uk,frequent,8.0,10368.0,8.0,65.0,male,,1146
fr,occasional,1.0,-1.0,1.0,63.0,male,,1147
fr,occasional,1.0,1572.0,4.0,49.0,female,,1148
uk,occasional,1.0,3680.0,3.0,65.0,female,,1149
uk,occasional,5.0,7198.0,3.0,48.0,male,,1150
fr,occasional,2.0,2129.0,3.0,47.0,male,,1151
fr,occasional,2.0,1774.0,1.0,48.0,male,,1152
fr,vip,2.0,10835.0,22.0,41.0,male,,1153
uk,vip,5.0,11388.0,9.0,56.0,female,,1154
fr,occasional,1.0,2427.0,3.0,47.0,male,,1155
it,occasional,1.0,1754.0,2.0,63.0,male,,1156
uk,occasional,1.0,7356.0,1.0,55.0,male,,1157
fr,occasional,1.0,2994.0,2.0,67.0,male,,1158
fr,occasional,3.0,1071.0,2.0,62.0,male,,1159
fr,occasional,1.0,1294.0,1.0,62.0,male,movies,1160
uk,occasional,4.0,7547.0,2.0,62.0,female,,1161
fr,occasional,2.0,2778.0,2.0,44.0,male,,1162
fr,occasional,1.0,2591.0,1.0,64.0,male,,1163
uk,occasional,2.0,8910.0,4.0,57.0,male,,1164
fr,occasional,1.0,,1.0,59.0,female,,1165
fr,occasional,2.0,2268.0,1.0,50.0,female,,1166
fr,occasional,1.0,1858.0,2.0,56.0,male,,1167
fr,occasional,1.0,2259.0,1.0,65.0,male,,1168
uk,occasional,3.0,6951.0,1.0,61.0,male,,1169
fr,occasional,1.0,2251.0,1.0,57.0,female,,1170
fr,occasional,1.0,1532.0,4.0,50.0,male,reading,1171
it,occasional,1.0,-1.0,2.0,48.0,female,,1172
fr,occasional,1.0,1247.0,1.0,45.0,female,,1173
fr,occasional,2.0,1390.0,2.0,70.0,male,,1174
fr,occasional,2.0,1974.0,2.0,50.0,female,,1175
uk,occasional,3.0,6484.0,1.0,59.0,male,,1176
fr,frequent,4.0,,10.0,70.0,male,,1177
fr,frequent,3.0,5831.0,15.0,35.0,male,,1178
uk,frequent,4.0,10293.0,5.0,40.0,male,,1179
fr,occasional,1.0,2085.0,1.0,48.0,female,sport,1180
it,occasional,2.0,1463.0,2.0,59.0,female,,1181
fr,occasional,1.0,1821.0,1.0,66.0,male,,1182
fr,vip,3.0,9717.0,12.0,67.0,male,reading,1183
fr,occasional,1.0,1505.0,1.0,69.0,female,,1184
fr,occasional,1.0,1102.0,2.0,39.0,female,,1185
fr,occasional,1.0,2665.0,2.0,46.0,male,,1186
fr,frequent,3.0,6220.0,13.0,60.0,female,,1187
fr,frequent,4.0,6814.0,18.0,60.0,female,sport,1188
fr,frequent,2.0,5950.0,7.0,55.0,male,,1189
fr,frequent,3.0,5664.0,6.0,72.0,male,,1190
fr,occasional,2.0,1810.0,2.0,62.0,male,,1191
fr,frequent,2.0,7116.0,17.0,55.0,female,,1192
uk,vip,2.0,21704.0,11.0,50.0,male,,1193
fr,occasional,1.0,1722.0,1.0,55.0,male,,1194
uk,frequent,7.0,8990.0,5.0,62.0,female,,1195
uk,frequent,3.0,-1.0,11.0,59.0,male,,1196
it,occasional,1.0,1194.0,2.0,43.0,male,sport,1197
fr,vip,2.0,,18.0,55.0,male,,1198
fr,frequent,1.0,5695.0,16.0,63.0,male,,1199
it,occasional,1.0,1657.0,2.0,59.0,female,,1200
fr,vip,4.0,9325.0,17.0,80.0,male,,1201
fr,occasional,3.0,-1.0,1.0,69.0,male,,1202
uk,frequent,4.0,9419.0,9.0,43.0,female,,1203
fr,frequent,2.0,,12.0,53.0,male,,1204
fr,frequent,1.0,6018.0,1.0,43.0,male,,1205
fr,occasional,1.0,1473.0,2.0,70.0,male,,1206
fr,occasional,1.0,,3.0,74.0,male,,1207
uk,occasional,4.0,6170.0,1.0,59.0,male,,1208
uk,frequent,3.0,11445.0,10.0,58.0,male,,1209
fr,occasional,1.0,1964.0,3.0,56.0,male,,1210
fr,occasional,2.0,2378.0,1.0,47.0,male,,1211
fr,occasional,1.0,1543.0,1.0,68.0,male,,1212
uk,frequent,4.0,9854.0,13.0,64.0,female,,1213
fr,frequent,2.0,6698.0,20.0,38.0,male,,1214
fr,occasional,1.0,2378.0,2.0,37.0,male,sport,1215
it,occasional,2.0,1510.0,3.0,64.0,female,,1216
fr,occasional,1.0,2305.0,3.0,54.0,male,,1217
it,occasional,1.0,,1.0,50.0,male,,1218
it,occasional,4.0,,2.0,43.0,male,,1219
fr,occasional,1.0,2177.0,2.0,,male,,1220
it,occasional,1.0,1038.0,1.0,48.0,male,,1221
fr,frequent,2.0,,7.0,73.0,female,,1222
fr,occasional,1.0,1648.0,3.0,49.0,male,,1223
fr,occasional,2.0,2867.0,2.0,60.0,male,,1224
fr,frequent,2.0,5146.0,6.0,41.0,male,,1225
it,occasional,1.0,1114.0,1.0,58.0,male,,1226
uk,vip,6.0,25789.0,9.0,54.0,male,,1227
fr,frequent,2.0,5986.0,13.0,68.0,female,,1228
fr,occasional,3.0,1597.0,3.0,64.0,male,,1229
fr,occasional,3.0,1101.0,3.0,63.0,female,,1230
uk,occasional,3.0,,1.0,57.0,male,,1231
fr,occasional,1.0,1983.0,2.0,61.0,male,,1232
uk,occasional,3.0,10793.0,2.0,41.0,male,,1233
uk,occasional,4.0,7611.0,2.0,74.0,male,,1234
fr,occasional,1.0,3055.0,1.0,54.0,female,,1235
uk,occasional,4.0,7028.0,1.0,65.0,male,,1236
it,occasional,1.0,1791.0,2.0,43.0,male,sport,1237
uk,frequent,3.0,11180.0,11.0,51.0,male,,1238
uk,frequent,4.0,9283.0,12.0,77.0,male,,1239
fr,occasional,1.0,1497.0,4.0,60.0,male,,1240
fr,occasional,2.0,1753.0,3.0,60.0,female,,1241
it,occasional,1.0,1208.0,1.0,57.0,male,movies,1242
fr,occasional,2.0,2012.0,1.0,41.0,female,,1243
fr,frequent,2.0,6132.0,3.0,52.0,female,,1244
uk,occasional,3.0,5702.0,1.0,60.0,male,,1245
it,occasional,1.0,1047.0,3.0,56.0,male,movies,1246
uk,vip,6.0,18510.0,10.0,56.0,male,,1247
fr,frequent,2.0,5044.0,8.0,44.0,male,,1248
uk,vip,9.0,20165.0,11.0,70.0,female,,1249
uk,occasional,4.0,7132.0,4.0,45.0,female,,1250
uk,occasional,2.0,-1.0,3.0,57.0,female,,1251
fr,occasional,2.0,1636.0,1.0,55.0,male,,1252
fr,occasional,2.0,1655.0,3.0,48.0,female,,1253
uk,occasional,1.0,8051.0,3.0,53.0,female,,1254
fr,occasional,1.0,1958.0,3.0,37.0,male,,1255
fr,frequent,2.0,7035.0,9.0,79.0,female,,1256
uk,frequent,12.0,10887.0,12.0,59.0,female,,1257
uk,occasional,4.0,7194.0,1.0,,male,,1258
fr,occasional,2.0,2058.0,1.0,53.0,female,,1259
fr,frequent,2.0,5959.0,14.0,41.0,male,,1260
it,occasional,1.0,1384.0,4.0,59.0,female,,1261
fr,frequent,3.0,5469.0,1.0,38.0,male,,1262
fr,occasional,1.0,1769.0,2.0,35.0,male,,1263
fr,vip,2.0,10064.0,25.0,52.0,female,,1264
uk,occasional,2.0,6544.0,4.0,40.0,male,,1265
uk,frequent,5.0,10623.0,18.0,62.0,male,,1266
it,occasional,1.0,1345.0,2.0,68.0,male,,1267
uk,occasional,3.0,5515.0,3.0,59.0,male,,1268
uk,occasional,3.0,9632.0,3.0,31.0,male,,1269
it,occasional,1.0,1393.0,2.0,57.0,male,,1270
fr,occasional,1.0,3442.0,1.0,52.0,female,,1271
fr,occasional,1.0,1523.0,2.0,56.0,male,,1272
fr,vip,4.0,8695.0,19.0,60.0,male,sport,1273
uk,occasional,3.0,-1.0,3.0,45.0,female,,1274
fr,frequent,1.0,5543.0,3.0,55.0,male,,1275
fr,occasional,1.0,2580.0,1.0,64.0,female,reading,1276
fr,frequent,1.0,7041.0,14.0,57.0,female,,1277
it,occasional,1.0,1081.0,2.0,49.0,male,,1278
uk,occasional,3.0,4484.0,4.0,62.0,male,,1279
fr,occasional,1.0,1699.0,3.0,63.0,male,,1280
fr,occasional,1.0,2061.0,2.0,52.0,male,,1281
uk,occasional,4.0,7953.0,1.0,66.0,female,,1282
fr,occasional,1.0,1386.0,2.0,51.0,female,,1283
uk,occasional,4.0,3768.0,3.0,61.0,female,,1284
uk,vip,5.0,25227.0,12.0,36.0,male,,1285
fr,occasional,1.0,1767.0,3.0,50.0,female,,1286
fr,occasional,1.0,1276.0,3.0,60.0,male,,1287
fr,occasional,1.0,2239.0,2.0,51.0,male,,1288
fr,occasional,1.0,2626.0,1.0,54.0,male,,1289
fr,frequent,2.0,4168.0,15.0,74.0,male,reading,1290
fr,occasional,1.0,2916.0,2.0,45.0,male,,1291
fr,occasional,1.0,1783.0,3.0,61.0,male,,1292
fr,occasional,1.0,3072.0,2.0,32.0,male,,1293
it,occasional,1.0,2050.0,1.0,63.0,female,reading,1294
fr,occasional,2.0,2169.0,2.0,62.0,male,movies,1295
fr,occasional,1.0,2745.0,2.0,67.0,female,,1296
fr,occasional,1.0,1481.0,1.0,55.0,male,reading,1297
uk,occasional,2.0,5008.0,1.0,68.0,male,,1298
uk,occasional,2.0,7100.0,1.0,61.0,male,,1299
uk,occasional,3.0,5244.0,2.0,53.0,male,,1300
it,occasional,2.0,994.0,1.0,51.0,female,,1301
fr,occasional,1.0,2547.0,3.0,64.0,male,,1302
fr,occasional,2.0,1174.0,3.0,65.0,female,theaters,1303
uk,vip,5.0,23759.0,8.0,54.0,male,,1304
fr,occasional,1.0,1657.0,2.0,51.0,female,,1305
fr,occasional,1.0,2540.0,3.0,61.0,male,,1306
fr,occasional,1.0,2092.0,2.0,63.0,female,,1307
fr,occasional,1.0,,3.0,36.0,male,,1308
fr,occasional,2.0,1828.0,2.0,51.0,female,,1309
uk,occasional,3.0,6985.0,2.0,55.0,male,,1310
fr,frequent,1.0,5130.0,16.0,67.0,female,reading,1311
fr,occasional,1.0,1263.0,1.0,47.0,female,,1312
fr,occasional,1.0,1559.0,1.0,64.0,female,,1313
uk,frequent,3.0,10417.0,12.0,63.0,male,,1314
fr,occasional,3.0,874.0,1.0,57.0,female,,1315
uk,occasional,4.0,-1.0,2.0,50.0,male,,1316
fr,occasional,3.0,3533.0,3.0,52.0,male,,1317
fr,frequent,1.0,5106.0,7.0,53.0,male,,1318
fr,occasional,1.0,2236.0,1.0,60.0,male,movies,1319
fr,frequent,3.0,6166.0,2.0,49.0,female,,1320
uk,occasional,3.0,-1.0,1.0,59.0,female,,1321
uk,occasional,4.0,6935.0,1.0,45.0,male,,1322
uk,frequent,8.0,9885.0,5.0,57.0,female,,1323
it,occasional,1.0,1468.0,3.0,63.0,female,,1324
fr,frequent,5.0,6543.0,13.0,56.0,male,,1325
fr,occasional,2.0,2126.0,2.0,61.0,male,,1326
it,vip,5.0,-1.0,6.0,59.0,male,reading,1327
fr,occasional,2.0,1478.0,2.0,46.0,female,,1328
fr,occasional,2.0,2518.0,3.0,40.0,female,,1329
fr,occasional,1.0,1960.0,1.0,47.0,female,,1330
fr,occasional,3.0,1289.0,2.0,59.0,male,,1331
fr,occasional,1.0,1602.0,2.0,56.0,male,,1332
uk,frequent,7.0,9349.0,10.0,70.0,male,,1333
fr,occasional,1.0,2145.0,3.0,55.0,male,,1334
fr,occasional,2.0,2540.0,1.0,47.0,female,,1335
fr,occasional,4.0,,1.0,45.0,male,,1336
fr,occasional,1.0,1943.0,3.0,61.0,male,,1337
uk,occasional,3.0,4559.0,1.0,48.0,female,,1338
fr,occasional,2.0,1061.0,2.0,57.0,female,,1339
fr,frequent,3.0,7495.0,7.0,51.0,male,,1340
fr,occasional,1.0,2214.0,2.0,53.0,male,,1341
fr,occasional,1.0,2415.0,2.0,69.0,male,,1342
fr,occasional,1.0,1816.0,2.0,49.0,female,,1343
uk,vip,3.0,20641.0,6.0,52.0,male,,1344
fr,occasional,1.0,2112.0,1.0,56.0,,,1345
uk,occasional,4.0,9939.0,2.0,47.0,female,,1346
fr,occasional,1.0,1830.0,1.0,61.0,male,,1347
fr,occasional,1.0,2005.0,2.0,64.0,male,,1348
uk,occasional,5.0,4454.0,1.0,57.0,male,,1349
uk,occasional,4.0,6785.0,1.0,36.0,male,,1350
fr,frequent,2.0,6160.0,2.0,48.0,male,,1351
fr,occasional,4.0,1988.0,1.0,49.0,male,,1352
fr,occasional,1.0,960.0,2.0,59.0,male,,1353
fr,frequent,2.0,4728.0,13.0,57.0,male,,1354
it,occasional,1.0,1898.0,3.0,49.0,female,,1355
uk,occasional,3.0,8077.0,1.0,70.0,female,,1356
fr,occasional,1.0,2148.0,2.0,46.0,male,,1357
fr,occasional,2.0,2159.0,2.0,58.0,female,,1358
fr,occasional,1.0,1336.0,3.0,59.0,female,,1359
uk,frequent,4.0,9149.0,10.0,75.0,male,,1360
fr,occasional,2.0,2005.0,1.0,78.0,male,,1361
uk,occasional,4.0,7574.0,2.0,47.0,male,sport,1362
uk,occasional,2.0,,2.0,55.0,female,,1363
uk,frequent,8.0,9150.0,12.0,64.0,male,reading,1364
fr,frequent,2.0,6259.0,6.0,61.0,male,,1365
uk,occasional,4.0,6496.0,2.0,57.0,male,,1366
uk,occasional,2.0,6160.0,1.0,53.0,male,reading,1367
uk,occasional,3.0,7619.0,2.0,61.0,male,,1368
uk,vip,5.0,21881.0,11.0,75.0,male,,1369
fr,occasional,1.0,1419.0,3.0,60.0,male,,1370
uk,vip,3.0,23554.0,12.0,58.0,male,,1371
fr,occasional,1.0,2648.0,3.0,71.0,male,,1372
fr,occasional,1.0,1849.0,3.0,47.0,male,theaters,1373
fr,occasional,1.0,1939.0,2.0,51.0,female,reading,1374
fr,frequent,3.0,6612.0,19.0,60.0,,,1375
fr,occasional,2.0,1819.0,3.0,49.0,male,,1376
fr,frequent,2.0,4893.0,10.0,53.0,female,,1377
uk,occasional,3.0,6052.0,3.0,37.0,male,,1378
fr,frequent,2.0,6223.0,5.0,47.0,male,sport,1379
fr,frequent,3.0,6514.0,3.0,55.0,male,,1380
uk,occasional,2.0,6772.0,2.0,65.0,male,,1381
it,occasional,1.0,1496.0,2.0,71.0,female,,1382
uk,occasional,2.0,8503.0,4.0,54.0,male,,1383
uk,occasional,4.0,5216.0,2.0,55.0,female,,1384
fr,frequent,1.0,,7.0,50.0,male,,1385
uk,vip,3.0,22757.0,7.0,53.0,female,sport,1386
fr,frequent,1.0,6147.0,7.0,53.0,male,,1387
fr,occasional,1.0,1850.0,1.0,48.0,female,,1388
fr,occasional,1.0,2328.0,2.0,74.0,male,,1389
fr,occasional,1.0,-1.0,4.0,54.0,female,,1390
fr,occasional,2.0,2532.0,1.0,44.0,female,,1391
uk,frequent,6.0,-1.0,9.0,73.0,male,,1392
uk,occasional,4.0,5168.0,2.0,60.0,female,,1393
fr,frequent,1.0,-1.0,4.0,79.0,male,,1394
fr,occasional,1.0,3222.0,1.0,47.0,male,,1395
fr,vip,3.0,11848.0,24.0,63.0,male,,1396
fr,vip,3.0,10174.0,21.0,42.0,male,,1397
uk,frequent,2.0,9841.0,8.0,65.0,male,sport,1398
fr,occasional,1.0,2458.0,2.0,54.0,female,reading,1399
it,occasional,1.0,2048.0,1.0,55.0,female,,1400
uk,occasional,2.0,8961.0,1.0,,male,,1401
fr,occasional,1.0,1166.0,2.0,48.0,male,reading,1402
uk,occasional,2.0,7220.0,3.0,62.0,female,,1403
uk,frequent,2.0,10486.0,10.0,67.0,male,,1404
it,occasional,1.0,1304.0,2.0,62.0,male,,1405
uk,occasional,2.0,7788.0,3.0,61.0,female,,1406
uk,occasional,3.0,5270.0,1.0,60.0,male,,1407
uk,occasional,3.0,9157.0,2.0,54.0,male,,1408
fr,occasional,1.0,1790.0,1.0,56.0,female,,1409
uk,occasional,5.0,7508.0,3.0,64.0,male,sport,1410
uk,occasional,3.0,,1.0,68.0,male,,1411
fr,occasional,2.0,3212.0,1.0,,female,,1412
fr,occasional,1.0,2538.0,2.0,60.0,male,,1413
fr,occasional,1.0,1475.0,3.0,63.0,male,,1414
fr,frequent,1.0,6668.0,3.0,43.0,male,,1415
uk,occasional,2.0,5619.0,1.0,55.0,male,movies,1416
fr,occasional,1.0,540.0,3.0,60.0,male,,1417
uk,frequent,4.0,10846.0,9.0,53.0,male,sport,1418
uk,occasional,4.0,-1.0,1.0,52.0,male,,1419
it,occasional,1.0,1542.0,2.0,57.0,male,,1420
fr,occasional,1.0,2489.0,3.0,39.0,male,,1421
uk,occasional,3.0,6850.0,1.0,57.0,male,,1422
uk,occasional,3.0,6746.0,1.0,70.0,female,theaters,1423
fr,occasional,1.0,1799.0,3.0,70.0,male,,1424
uk,occasional,3.0,-1.0,3.0,50.0,male,,1425
fr,frequent,3.0,6022.0,7.0,60.0,male,,1426
fr,occasional,1.0,1963.0,3.0,68.0,male,,1427
it,occasional,2.0,1245.0,3.0,63.0,female,,1428
fr,occasional,2.0,1407.0,1.0,58.0,male,,1429
uk,occasional,2.0,4918.0,1.0,55.0,male,,1430
uk,occasional,4.0,4279.0,1.0,61.0,female,,1431
uk,occasional,2.0,5903.0,1.0,,male,,1432
fr,occasional,2.0,2522.0,3.0,60.0,male,,1433
fr,occasional,3.0,2795.0,4.0,62.0,male,,1434
uk,vip,7.0,22093.0,11.0,57.0,male,,1435
uk,frequent,5.0,9723.0,13.0,55.0,male,,1436
uk,occasional,4.0,9591.0,2.0,66.0,male,,1437
fr,occasional,1.0,2431.0,3.0,68.0,,,1438
fr,occasional,2.0,-1.0,3.0,60.0,male,,1439
fr,occasional,3.0,2157.0,2.0,51.0,male,,1440
fr,occasional,3.0,1490.0,2.0,49.0,male,,1441
uk,vip,6.0,22530.0,14.0,60.0,female,,1442
it,occasional,2.0,1544.0,1.0,64.0,male,,1443
uk,occasional,3.0,7096.0,1.0,57.0,female,,1444
it,occasional,1.0,,2.0,56.0,female,,1445
uk,occasional,3.0,6892.0,2.0,46.0,male,,1446
uk,frequent,2.0,9477.0,13.0,38.0,female,,1447
fr,occasional,3.0,2792.0,1.0,58.0,female,,1448
uk,occasional,3.0,8297.0,2.0,58.0,female,,1449
fr,occasional,1.0,2636.0,1.0,34.0,male,,1450
it,occasional,1.0,,2.0,41.0,male,,1451
fr,occasional,1.0,2581.0,2.0,69.0,male,,1452
fr,occasional,2.0,3202.0,1.0,66.0,male,,1453
fr,occasional,2.0,1518.0,1.0,62.0,female,,1454
uk,frequent,9.0,9740.0,9.0,50.0,female,,1455
fr,occasional,1.0,2509.0,3.0,50.0,male,,1456
uk,occasional,3.0,6750.0,2.0,55.0,male,,1457
fr,occasional,1.0,1263.0,2.0,61.0,male,,1458
fr,occasional,1.0,2412.0,2.0,48.0,male,,1459
fr,occasional,1.0,1702.0,1.0,55.0,male,,1460
uk,occasional,3.0,7071.0,2.0,53.0,male,,1461
fr,occasional,2.0,2178.0,2.0,58.0,male,,1462
uk,frequent,6.0,7954.0,7.0,69.0,male,,1463
it,occasional,1.0,1290.0,4.0,37.0,male,,1464
fr,frequent,3.0,5606.0,8.0,64.0,male,,1465
uk,occasional,2.0,6368.0,3.0,56.0,female,,1466
fr,frequent,1.0,6351.0,9.0,53.0,male,,1467
uk,occasional,3.0,3746.0,3.0,47.0,,,1468
fr,frequent,2.0,5694.0,4.0,58.0,male,,1469
fr,occasional,3.0,1735.0,2.0,44.0,male,,1470
uk,frequent,6.0,10820.0,12.0,64.0,male,,1471
fr,occasional,2.0,2276.0,1.0,74.0,male,,1472
fr,frequent,4.0,5925.0,5.0,54.0,male,,1473
fr,frequent,3.0,6996.0,9.0,63.0,male,,1474
fr,occasional,3.0,1371.0,2.0,65.0,male,,1475
it,occasional,1.0,1461.0,3.0,,female,,1476
fr,occasional,2.0,2802.0,1.0,57.0,male,,1477
fr,occasional,1.0,2295.0,2.0,56.0,female,,1478
fr,frequent,1.0,6260.0,8.0,67.0,male,,1479
fr,occasional,1.0,2438.0,1.0,67.0,male,,1480
uk,frequent,7.0,9683.0,17.0,62.0,male,,1481
fr,occasional,1.0,,1.0,70.0,female,,1482
uk,occasional,3.0,8791.0,3.0,64.0,male,,1483
uk,frequent,5.0,9766.0,10.0,43.0,male,,1484
fr,occasional,1.0,2179.0,2.0,60.0,male,,1485
fr,occasional,1.0,2685.0,4.0,47.0,female,reading,1486
uk,occasional,3.0,5378.0,1.0,,male,,1487
it,occasional,1.0,1838.0,3.0,76.0,male,,1488
uk,frequent,7.0,9340.0,14.0,75.0,female,,1489
fr,occasional,1.0,2472.0,2.0,67.0,male,,1490
it,occasional,1.0,1102.0,1.0,56.0,female,,1491
uk,occasional,3.0,5603.0,3.0,58.0,male,,1492
uk,occasional,4.0,5751.0,3.0,39.0,male,sport,1493
uk,frequent,5.0,9717.0,8.0,64.0,male,,1494
fr,occasional,1.0,2512.0,2.0,54.0,female,,1495
uk,frequent,7.0,10373.0,18.0,61.0,male,,1496
uk,occasional,2.0,6455.0,1.0,56.0,male,,1497
